motif_id	jaspar_name	jaspar_uniprot_id	tf_exists_in_modcredb	motif_file_exists	motif_ref_exists	db_evidence_type	db_mapping_type	matrix_status	status
MA0114.3	Hnf4a		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0114.4	HNF4A		not_assessed	yes	no			usable	metadata_unavailable
MA0114.5	HNF4A		not_assessed	yes	no			usable	metadata_unavailable
MA0115.1	NR1H2::RXRA		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0116.1	Znf423		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0117.1	Mafb		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0117.2	Mafb		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0117.3	Mafb		not_assessed	yes	no			usable	metadata_unavailable
MA0118.1	Macho-1		not_assessed	yes	no			usable	metadata_unavailable
MA0118.2	Macho-1		not_assessed	yes	no			usable	metadata_unavailable
MA0119.1	NFIC::TLX1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0121.1	ARR10		not_assessed	yes	no			usable	metadata_unavailable
MA0121.2	ARR10		not_assessed	yes	no			usable	metadata_unavailable
MA0122.1	Nkx3-2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0122.2	NKX3-2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0122.3	Nkx3-2		not_assessed	yes	no			usable	metadata_unavailable
MA0122.4	Nkx3-2		not_assessed	yes	no			usable	metadata_unavailable
MA0123.1	abi4		not_assessed	yes	no			usable	metadata_unavailable
MA0124.1	NKX3-1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0124.2	Nkx3-1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0124.3	Nkx3-1		not_assessed	yes	no			usable	metadata_unavailable
MA0125.1	Nobox		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0125.2	Nobox		not_assessed	yes	no			usable	metadata_unavailable
MA0126.1	ovo		not_assessed	yes	no			usable	metadata_unavailable
MA0126.2	ovo		not_assessed	yes	no			usable	metadata_unavailable
MA0128.1	EmBP-1		not_assessed	yes	no			usable	metadata_unavailable
MA0129.1	TGA1A		not_assessed	yes	no			usable	metadata_unavailable
MA0130.1	ZNF354C		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0131.1	HINFP		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0131.2	HINFP		not_assessed	yes	no			usable	metadata_unavailable
MA0131.3	HINFP		not_assessed	yes	no			usable	metadata_unavailable
MA0132.1	Pdx1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0132.2	PDX1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0132.3	PDX1		not_assessed	yes	no			usable	metadata_unavailable
MA0135.1	Lhx3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0135.2	Lhx3		not_assessed	yes	no			usable	metadata_unavailable
MA0136.1	ELF5		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0136.2	ELF5		not_assessed	yes	no			usable	metadata_unavailable
MA0136.3	Elf5		not_assessed	yes	no			usable	metadata_unavailable
MA0136.4	Elf5		not_assessed	yes	no			usable	metadata_unavailable
MA0137.1	STAT1		not_assessed	yes	no			usable	metadata_unavailable
MA0137.2	STAT1		not_assessed	yes	no			usable	metadata_unavailable
MA0137.3	STAT1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0137.4	STAT1		not_assessed	yes	no			usable	metadata_unavailable
MA0138.1	REST		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0138.2	REST		not_assessed	yes	no			usable	metadata_unavailable
MA0138.3	REST		not_assessed	yes	no			usable	metadata_unavailable
MA0139.1	CTCF		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0139.2	CTCF		not_assessed	yes	no			usable	metadata_unavailable
MA0140.1	Gata1::Tal1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0140.2	GATA1::TAL1		not_assessed	yes	no			usable	metadata_unavailable
MA0140.3	GATA1::TAL1		not_assessed	yes	no			usable	metadata_unavailable
MA0141.1	Esrrb		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0141.2	Esrrb		not_assessed	yes	no			usable	metadata_unavailable
MA0141.3	ESRRB		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0141.4	ESRRB		not_assessed	yes	no			usable	metadata_unavailable
MA0142.1	Pou5f1::Sox2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0143.1	Sox2		not_assessed	yes	no			usable	metadata_unavailable
MA0143.2	Sox2		not_assessed	yes	no			usable	metadata_unavailable
MA0143.3	Sox2		not_assessed	yes	no			usable	metadata_unavailable
MA0143.4	SOX2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0143.5	SOX2		not_assessed	yes	no			usable	metadata_unavailable
MA0144.1	Stat3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0144.2	STAT3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0144.3	STAT3		not_assessed	yes	no			usable	metadata_unavailable
MA0145.1	Tfcp2l1		not_assessed	yes	yes	relative_homologous	distant_homolog	usable	metadata_unavailable
MA0145.2	Tfcp2l1		not_assessed	yes	no			usable	metadata_unavailable
MA0146.1	Zfx		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0146.2	Zfx		not_assessed	yes	no			usable	metadata_unavailable
MA0146.3	Zfx		not_assessed	yes	no			usable	metadata_unavailable
MA0147.1	Myc		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0147.2	Myc		not_assessed	yes	no			usable	metadata_unavailable
MA0147.3	MYC		not_assessed	yes	no			usable	metadata_unavailable
MA0147.4	MYC		not_assessed	yes	no			usable	metadata_unavailable
MA0148.1	FOXA1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0148.2	FOXA1		not_assessed	yes	no			usable	metadata_unavailable
MA0148.3	FOXA1		not_assessed	yes	no			usable	metadata_unavailable
MA0148.4	FOXA1		not_assessed	yes	no			usable	metadata_unavailable
MA0148.5	FOXA1		not_assessed	yes	no			usable	metadata_unavailable
MA0149.1	EWSR1-FLI1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0150.1	NFE2L2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0150.2	Nfe2l2		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0150.3	Nfe2l2		not_assessed	yes	no			usable	metadata_unavailable
MA0151.1	Arid3a		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0152.1	NFATC2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0152.2	Nfatc2		not_assessed	yes	no			usable	metadata_unavailable
MA0152.3	Nfatc2		not_assessed	yes	no			usable	metadata_unavailable
MA0153.1	HNF1B		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0153.2	HNF1B		not_assessed	yes	no			usable	metadata_unavailable
MA0154.1	EBF1		not_assessed	yes	yes	homologous;identical	close_homolog;direct_or_identical	usable	metadata_unavailable
MA0154.2	EBF1		not_assessed	yes	no			usable	metadata_unavailable
MA0154.3	EBF1		not_assessed	yes	no			usable	metadata_unavailable
MA0154.4	EBF1		not_assessed	yes	no			usable	metadata_unavailable
MA0154.5	EBF1		not_assessed	yes	no			usable	metadata_unavailable
MA0155.1	INSM1		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0156.1	FEV		not_assessed	yes	yes	identical;relative_homologous	direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0156.2	FEV		not_assessed	yes	no			usable	metadata_unavailable
MA0156.3	FEV		not_assessed	yes	no			usable	metadata_unavailable
MA0156.4	FEV		not_assessed	yes	no			usable	metadata_unavailable
MA0157.1	FOXO3		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0157.2	FOXO3		not_assessed	yes	no			usable	metadata_unavailable
MA0157.3	Foxo3		not_assessed	yes	no			usable	metadata_unavailable
MA0157.4	Foxo3		not_assessed	yes	no			usable	metadata_unavailable
MA0158.1	HOXA5		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0158.2	HOXA5		not_assessed	yes	no			usable	metadata_unavailable
MA0159.1	RARA::RXRA		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0160.1	NR4A2		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0160.2	NR4A2		not_assessed	yes	no			usable	metadata_unavailable
MA0160.3	NR4A2		not_assessed	yes	no			usable	metadata_unavailable
MA0161.1	NFIC		not_assessed	yes	no			usable	metadata_unavailable
MA0161.2	NFIC		not_assessed	yes	no			usable	metadata_unavailable
MA0161.3	NFIC		not_assessed	yes	no			usable	metadata_unavailable
MA0162.1	Egr1		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0162.2	EGR1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0162.3	EGR1		not_assessed	yes	no			usable	metadata_unavailable
MA0162.4	EGR1		not_assessed	yes	no			usable	metadata_unavailable
MA0162.5	EGR1		not_assessed	yes	no			usable	metadata_unavailable
MA0163.1	PLAG1		not_assessed	yes	yes	homologous;identical;relative_homologous	close_homolog;direct_or_identical;distant_homolog	usable	metadata_unavailable
MA0164.1	Nr2e3		not_assessed	yes	yes	homologous;relative_homologous	close_homolog;distant_homolog	usable	metadata_unavailable
MA0164.2	Nr2e3		not_assessed	yes	no			usable	metadata_unavailable
MA0165.1	Abd-B		not_assessed	yes	no			usable	metadata_unavailable
MA0166.1	Antp		not_assessed	yes	no			usable	metadata_unavailable
MA0167.1	Awh		not_assessed	yes	no			usable	metadata_unavailable
MA0168.1	B-H1		not_assessed	yes	no			usable	metadata_unavailable
MA0169.1	B-H2		not_assessed	yes	no			usable	metadata_unavailable
MA0170.1	C15		not_assessed	yes	no			usable	metadata_unavailable
MA0171.1	CG11085		not_assessed	yes	no			usable	metadata_unavailable
MA0172.1	CG11294		not_assessed	yes	no			usable	metadata_unavailable
MA0173.1	CG11617		not_assessed	yes	no			usable	metadata_unavailable
MA0174.1	Dbx		not_assessed	yes	no			usable	metadata_unavailable
MA0175.1	lms		not_assessed	yes	no			usable	metadata_unavailable
MA0176.1	CG15696		not_assessed	yes	no			usable	metadata_unavailable
MA0177.1	CG18599		not_assessed	yes	no			usable	metadata_unavailable
MA0178.1	CG32105		not_assessed	yes	no			usable	metadata_unavailable
MA0179.1	CG32532		not_assessed	yes	no			usable	metadata_unavailable
MA0180.1	Vsx2		not_assessed	yes	no			usable	metadata_unavailable
MA0181.1	Vsx1		not_assessed	yes	no			usable	metadata_unavailable
MA0182.1	CG4328		not_assessed	yes	no			usable	metadata_unavailable
MA0183.1	HHEX		not_assessed	yes	no			usable	metadata_unavailable
MA0184.1	CG9876		not_assessed	yes	no			usable	metadata_unavailable
MA0184.2	CG9876		not_assessed	yes	no			usable	metadata_unavailable
MA0185.1	Deaf1		not_assessed	yes	no			usable	metadata_unavailable
MA0185.2	Deaf1		not_assessed	yes	no			usable	metadata_unavailable
MA0186.1	Dfd		not_assessed	yes	no			usable	metadata_unavailable
MA0187.1	Dll		not_assessed	yes	no			usable	metadata_unavailable
MA0188.1	Dr		not_assessed	yes	no			usable	metadata_unavailable
MA0189.1	E5		not_assessed	yes	no			usable	metadata_unavailable
MA0189.2	E5		not_assessed	yes	no			usable	metadata_unavailable
MA0190.1	Gsc		not_assessed	yes	no			usable	metadata_unavailable
MA0191.1	HGTX		not_assessed	yes	no			usable	metadata_unavailable
MA0192.1	Hmx		not_assessed	yes	no			usable	metadata_unavailable
MA0193.1	schlank		not_assessed	yes	no			usable	metadata_unavailable
MA0194.1	Lim1		not_assessed	yes	no			usable	metadata_unavailable
MA0195.1	Lim3		not_assessed	yes	no			usable	metadata_unavailable
MA0195.2	Lim3		not_assessed	yes	no			usable	metadata_unavailable
MA0196.1	NK7.1		not_assessed	yes	no			usable	metadata_unavailable
MA0197.1	nub		not_assessed	yes	no			usable	metadata_unavailable
MA0197.2	nub		not_assessed	yes	no			usable	metadata_unavailable
MA0197.3	nub		not_assessed	yes	no			usable	metadata_unavailable
MA0198.1	OdsH		not_assessed	yes	no			usable	metadata_unavailable
MA0199.1	Optix		not_assessed	yes	no			usable	metadata_unavailable
MA0200.1	Pph13		not_assessed	yes	no			usable	metadata_unavailable
MA0200.2	Pph13		not_assessed	yes	no			usable	metadata_unavailable
MA0201.1	Ptx1		not_assessed	yes	no			usable	metadata_unavailable
MA0202.1	Rx		not_assessed	yes	no			usable	metadata_unavailable
MA0203.1	Scr		not_assessed	yes	no			usable	metadata_unavailable
MA0204.1	Six4		not_assessed	yes	no			usable	metadata_unavailable
MA0205.1	Trl		not_assessed	yes	no			usable	metadata_unavailable
MA0205.2	Trl		not_assessed	yes	no			usable	metadata_unavailable
MA0205.3	Trl		not_assessed	yes	no			usable	metadata_unavailable
MA0206.1	abd-A		not_assessed	yes	no			usable	metadata_unavailable
MA0207.1	achi		not_assessed	yes	no			usable	metadata_unavailable
MA0208.1	al		not_assessed	yes	no			usable	metadata_unavailable
MA0209.1	ap		not_assessed	yes	no			usable	metadata_unavailable
MA0210.1	ara		not_assessed	yes	no			usable	metadata_unavailable
MA0211.1	bap		not_assessed	yes	no			usable	metadata_unavailable
MA0212.1	bcd		not_assessed	yes	no			usable	metadata_unavailable
MA0213.1	brk		not_assessed	yes	no			usable	metadata_unavailable
MA0214.1	bsh		not_assessed	yes	no			usable	metadata_unavailable
MA0215.1	btn		not_assessed	yes	no			usable	metadata_unavailable
MA0216.1	cad		not_assessed	yes	no			usable	metadata_unavailable
MA0216.2	cad		not_assessed	yes	no			usable	metadata_unavailable
MA0217.1	caup		not_assessed	yes	no			usable	metadata_unavailable
MA0218.1	ct		not_assessed	yes	no			usable	metadata_unavailable
MA0219.1	ems		not_assessed	yes	no			usable	metadata_unavailable
MA0220.1	en		not_assessed	yes	no			usable	metadata_unavailable
MA0221.1	eve		not_assessed	yes	no			usable	metadata_unavailable
MA0222.1	exd		not_assessed	yes	no			usable	metadata_unavailable
MA0222.2	exd		not_assessed	yes	no			usable	metadata_unavailable
MA0224.1	exex		not_assessed	yes	no			usable	metadata_unavailable
MA0225.1	ftz		not_assessed	yes	no			usable	metadata_unavailable
MA0226.1	hbn		not_assessed	yes	no			usable	metadata_unavailable
MA0227.1	hth		not_assessed	yes	no			usable	metadata_unavailable
MA0228.1	ind		not_assessed	yes	no			usable	metadata_unavailable
MA0229.1	inv		not_assessed	yes	no			usable	metadata_unavailable
MA0230.1	lab		not_assessed	yes	no			usable	metadata_unavailable
MA0231.1	lbe		not_assessed	yes	no			usable	metadata_unavailable
MA0232.1	lbl		not_assessed	yes	no			usable	metadata_unavailable
MA0233.1	mirr		not_assessed	yes	no			usable	metadata_unavailable
MA0234.1	oc		not_assessed	yes	no			usable	metadata_unavailable
MA0235.1	onecut		not_assessed	yes	no			usable	metadata_unavailable
MA0236.1	otp		not_assessed	yes	no			usable	metadata_unavailable
MA0237.1	pan		not_assessed	yes	no			usable	metadata_unavailable
MA0237.2	pan		not_assessed	yes	no			usable	metadata_unavailable
MA0238.1	pb		not_assessed	yes	no			usable	metadata_unavailable
MA0239.1	prd		not_assessed	yes	no			usable	metadata_unavailable
MA0239.2	prd		not_assessed	yes	no			usable	metadata_unavailable
MA0240.1	repo		not_assessed	yes	no			usable	metadata_unavailable
MA0241.1	ro		not_assessed	yes	no			usable	metadata_unavailable
MA0242.1	Bgb::run		not_assessed	yes	no			usable	metadata_unavailable
MA0243.1	sd		not_assessed	yes	no			usable	metadata_unavailable
MA0243.2	sd		not_assessed	yes	no			usable	metadata_unavailable
MA0244.1	slbo		not_assessed	yes	no			usable	metadata_unavailable
MA0245.1	slou		not_assessed	yes	no			usable	metadata_unavailable
MA0246.1	so		not_assessed	yes	no			usable	metadata_unavailable
MA0247.1	tin		not_assessed	yes	no			usable	metadata_unavailable
MA0247.2	tin		not_assessed	yes	no			usable	metadata_unavailable
